transaction_amount,account_age_days,previous_transactions,failed_transactions,transaction_hour,is_international,device_change,is_fraud
54418,871,42,7,21,0,0,0
60228,1732,3,0,6,0,0,0
88156,809,4,2,5,0,0,0
21969,271,67,4,16,1,1,1
5139,1544,99,1,20,0,0,0
21381,550,44,4,23,1,1,1
10542,1138,79,9,7,0,0,0
73888,568,24,2,11,1,0,1
27686,359,77,8,3,1,1,1
53153,1674,10,0,9,1,1,1
50589,1638,28,3,5,0,0,0
83204,1358,33,9,6,1,1,1
86446,1713,85,5,20,1,1,1
67187,1363,13,8,7,1,0,1
12725,798,23,2,2,0,0,0
34497,1285,58,2,7,1,0,0
58771,887,38,4,14,0,1,0
91885,1759,25,6,20,1,0,1
66997,1223,42,4,0,0,0,0
26249,2259,35,7,12,1,1,1
60130,287,38,4,21,1,0,0
70006,1716,60,6,17,1,1,1
5383,1786,15,5,14,1,1,1
7710,743,58,9,6,0,0,0
43426,1506,95,1,14,1,1,1
15024,2041,5,2,2,1,1,1
76262,1047,97,3,13,1,0,1
969,296,55,4,19,0,1,0
97188,2054,7,8,3,0,0,1
1114,681,93,5,3,0,0,0
10203,1892,26,0,2,1,0,0
82622,795,70,2,4,0,0,0
96107,203,26,6,10,0,0,1
33558,325,88,7,7,0,1,1
90705,2292,45,6,1,1,1,1
82509,327,40,4,15,0,1,1
23348,987,78,9,9,1,0,1
89260,761,24,7,17,0,0,1
43616,1037,85,8,6,0,0,0
29161,907,17,6,4,1,0,1
24270,1404,11,8,6,1,1,1
8124,365,86,0,20,1,1,1
82314,1245,50,8,5,0,0,1
86047,2121,38,2,23,1,0,1
43903,1649,88,5,0,1,0,1
19396,1070,9,7,10,0,1,1
91929,274,93,2,12,1,1,1
92808,2256,73,3,11,1,0,1
86764,1953,97,6,0,0,0,1
18357,1885,76,6,20,0,1,1
12955,124,53,3,14,0,1,0
85278,1353,28,8,0,1,0,1
20125,1692,40,2,2,0,0,0
4558,2108,8,7,14,1,0,1
63710,442,62,7,8,0,1,1
70943,1241,76,3,13,0,0,0
84061,911,36,6,22,0,1,1
49931,1026,13,3,21,1,0,0
43527,1560,72,0,23,1,0,0
93909,1742,71,0,7,1,0,1
38606,1735,38,0,21,1,1,1
5768,626,39,1,3,1,0,0
91570,1691,53,5,19,0,1,1
47295,998,2,9,19,0,0,0
73333,91,54,4,5,0,1,1
24517,2215,32,1,0,0,0,0
82082,207,95,7,17,1,1,1
10851,1089,70,8,5,1,0,1
46318,1912,18,6,13,1,1,1
7452,516,33,8,10,0,1,1
79152,1181,77,3,16,0,0,0
88935,1793,49,6,8,1,1,1
97593,2354,46,4,21,0,1,1
29027,1902,45,4,6,0,0,0
41194,2006,55,2,13,1,1,1
54222,395,56,8,16,0,0,0
29593,1098,82,9,7,1,0,1
92347,187,50,4,15,0,1,1
73639,1598,53,5,11,1,1,1
31807,1592,89,2,11,0,1,0
68914,730,80,9,4,1,1,1
7396,240,27,6,4,1,1,1
25498,141,18,8,13,0,0,0
35942,139,26,8,5,0,0,0
13361,70,47,9,6,1,1,1
76809,385,18,9,22,1,1,1
96085,630,96,4,20,1,1,1
56804,2246,50,6,16,1,1,1
67273,205,6,2,8,1,1,1
31881,1750,28,5,21,0,0,0
13752,568,42,7,12,0,0,0
5203,982,68,7,8,0,0,0
25600,805,93,1,15,0,1,0
35629,1711,57,5,3,0,1,1
18552,882,7,6,1,1,1,1
49493,2036,41,6,12,0,0,0
31274,974,75,2,12,0,0,0
64550,640,41,8,18,1,0,1
35536,1455,12,1,11,1,0,0
47506,325,25,2,3,0,1,0
63159,442,17,1,9,0,1,0
16054,804,41,8,15,1,1,1
82822,2336,50,3,23,0,1,1
12456,226,83,1,18,1,1,1
98599,1088,15,2,7,0,1,1
2287,967,2,3,5,0,0,0
77343,560,90,9,3,0,1,1
35198,714,78,5,6,0,1,1
92571,498,97,4,13,1,1,1
21325,2108,44,2,12,1,1,1
3706,257,21,9,20,0,1,1
57720,577,22,7,4,0,1,1
32928,2287,58,7,8,0,1,1
26589,38,61,6,2,0,1,1
14487,2073,67,2,9,1,0,0
69563,410,53,0,14,1,0,0
71932,461,56,4,19,0,0,0
96080,1441,22,0,20,1,1,1
2691,2405,59,5,16,1,0,1
48616,383,72,6,22,0,1,1
91783,1833,87,4,23,0,0,0
62161,569,84,3,5,0,0,0
66836,1072,54,1,2,1,1,1
81357,433,79,4,17,1,1,1
61853,56,62,8,4,1,1,1
84874,2316,55,3,12,1,1,1
11187,2117,54,1,0,0,0,0
30916,1752,24,5,16,0,0,0
23508,2048,25,7,2,0,1,1
236,902,48,1,18,1,0,0
17513,1625,62,8,20,0,0,0
59600,257,44,6,19,0,0,0
84614,672,72,1,21,1,1,1
56458,490,78,4,11,0,1,0
66297,2097,38,4,7,1,1,1
92889,1683,96,6,7,1,0,1
92520,316,64,4,14,0,1,1
32954,2461,68,5,10,0,1,1
76340,434,55,8,19,1,0,1
90163,1026,8,2,0,0,1,1
16422,1976,69,2,15,0,1,0
7068,1980,27,7,13,1,1,1
27618,1390,44,9,6,0,0,0
52025,420,25,5,5,1,1,1
59948,1597,27,9,20,1,0,1
93522,1585,39,2,3,1,0,1
1800,844,14,1,21,1,0,0
93882,1468,5,1,7,0,0,0
23299,434,26,1,21,0,0,0
44689,1579,37,4,18,0,0,0
32215,2105,67,4,2,1,1,1
62034,964,74,0,3,0,1,0
54416,977,84,1,12,1,0,0
5620,46,63,1,20,1,0,0
36555,1194,29,3,1,0,1,0
86565,417,81,6,10,0,1,1
41705,848,98,2,15,1,1,1
15055,2187,2,4,9,1,0,0
44149,247,61,8,14,1,0,1
14017,230,11,4,9,1,1,1
70393,792,90,8,1,0,0,1
78681,637,29,0,5,0,0,0
65025,2422,84,8,13,0,0,0
70369,738,37,4,1,1,0,1
31054,1089,84,7,9,1,1,1
96771,88,59,4,16,0,0,0
72717,713,37,5,7,0,0,1
41558,1750,14,7,15,0,0,0
89137,1228,17,1,13,1,0,1
21213,1937,51,2,9,1,1,1
90326,1406,28,8,12,1,0,1
44039,601,59,4,0,0,0,0
29445,1500,20,4,9,0,1,0
46413,214,16,8,21,0,0,0
92465,2122,17,9,11,0,0,1
69266,2109,56,2,16,0,0,0
47961,698,36,3,23,0,0,0
97506,1243,59,6,13,1,1,1
49398,2060,37,1,4,0,1,0
47321,2080,11,7,18,0,1,1
45042,1184,74,4,4,1,0,0
3553,1001,83,0,14,1,0,0
55035,237,72,2,12,1,1,1
43470,1205,0,8,16,1,1,1
8428,1482,57,4,0,1,0,0
15634,1104,2,7,13,1,0,1
85380,647,62,0,3,0,0,0
85025,473,20,6,8,0,0,1
36420,112,22,6,16,0,0,0
49270,1846,8,7,2,0,0,0
80301,1655,82,2,12,1,0,1
8740,383,54,0,11,1,0,0
91157,17,18,8,15,0,0,1
30149,493,61,0,3,1,0,0
5718,1897,86,5,17,1,1,1
56153,1510,90,8,22,0,0,0
2020,117,90,1,2,0,0,0
44037,1579,38,3,16,0,0,0
69824,880,99,1,0,0,1,0
12307,2163,75,3,18,0,0,0
65874,1819,26,1,21,0,1,0
33072,1573,45,0,3,0,0,0
10899,1649,33,2,16,0,1,0
71188,644,32,7,6,1,1,1
29016,1360,91,4,1,0,0,0
70563,336,94,3,11,1,1,1
93600,147,95,4,4,0,1,1
76800,122,49,5,15,1,0,1
37258,81,19,5,7,0,0,0
84707,2423,39,4,22,0,0,0
71796,2111,98,5,7,0,0,1
61610,504,94,8,12,0,0,0
58792,668,57,4,13,0,0,0
61844,2497,30,5,10,1,1,1
15910,1445,37,3,5,0,1,0
5226,1346,85,2,15,0,0,0
30109,1190,44,5,22,0,0,0
99220,1621,40,4,21,1,0,1
91032,1981,8,3,14,1,0,1
292,1673,8,4,15,1,1,1
36513,459,62,6,12,1,1,1
12916,1213,78,0,11,1,0,0
39182,464,76,0,17,1,1,1
65148,912,21,0,17,0,1,0
51040,2427,15,1,13,0,0,0
32230,1026,31,8,1,0,0,0
40242,2412,65,4,21,1,1,1
36568,72,89,8,1,0,0,0
30798,1451,13,4,2,0,0,0
10755,1194,37,6,23,1,0,1
47997,1849,97,5,7,0,1,1
30175,2385,7,1,10,0,1,0
9459,2023,99,2,11,0,1,0
42156,2243,20,4,3,1,1,1
51931,1012,55,3,8,1,0,0
59291,653,45,5,23,0,0,0
33372,1299,42,7,16,0,1,1
14771,7,91,7,23,1,1,1
27148,905,45,2,15,1,0,0
76374,2029,47,3,16,1,1,1
26063,616,69,0,14,1,1,1
44054,1874,83,1,19,0,1,0
72409,770,30,8,21,1,1,1
95530,2290,32,9,6,0,1,1
